tipo;codigo;nome;unid;AC;AL;AM;AP;BA;CE;DF;ES;GO;MA;MG;MS;MT;PA;PB;PE;PI;PR;RJ;RN;RO;RR;RS;SC;SE;SP;TO
MATERIAL;7195;TELHA DE FIBROCIMENTO ONDULADA E = 6 MM, DE 1,53 X 1,10 M (SEM AMIANTO);UN;82,59;78,03;107,64;37,41;56,87;77,98;45,81;52,32;57,15;91,71;48,10;54,99;58,28;99,56;73,99;69,68;60,54;53,15;57,37;73,07;52,74;94,43;55,08;50,30;73,58;49,70;70,34
MATERIAL;7186;TELHA DE FIBROCIMENTO ONDULADA E = 6 MM, DE 1,83 X 1,10 M (SEM AMIANTO);UN;89,97;85,00;117,25;40,75;61,95;84,95;49,90;57,00;62,26;99,90;52,40;59,90;63,49;108,45;80,60;75,90;65,95;57,90;62,50;79,60;57,45;102,86;60,00;54,80;80,15;54,14;76,62
MATERIAL;7194;TELHA DE FIBROCIMENTO ONDULADA E = 6 MM, DE 2,44 X 1,10 M (SEM AMIANTO);M2;41,48;39,19;54,06;18,79;28,56;39,17;23,01;26,28;28,70;46,06;24,16;27,62;29,27;50,00;37,16;34,99;30,41;26,69;28,82;36,70;26,49;47,43;27,66;25,26;36,95;24,96;35,33
MATERIAL;7197;TELHA DE FIBROCIMENTO ONDULADA E = 6 MM, DE 3,66 X 1,10 M (SEM AMIANTO);UN;175,08;165,41;228,17;79,30;120,55;165,31;97,10;110,92;121,16;194,41;101,97;116,56;123,55;211,05;156,85;147,70;128,34;112,67;121,62;154,90;111,80;200,17;116,76;106,64;155,97;105,35;149,10
MATERIAL;7192;TELHA DE FIBROCIMENTO ONDULADA E = 8 MM, DE 1,53 X 1,10 M (SEM AMIANTO);UN;156,86;148,19;204,42;71,04;108,01;148,11;87,00;99,38;108,55;174,17;91,36;104,43;110,69;189,08;140,52;132,33;114,98;100,94;108,96;138,78;100,16;179,33;104,61;95,54;139,74;94,39;133,58
MATERIAL;7193;TELHA DE FIBROCIMENTO ONDULADA E = 8 MM, DE 1,83 X 1,10 M (SEM AMIANTO);UN;176,60;166,84;230,15;79,98;121,60;166,75;97,94;111,88;122,21;196,09;102,85;117,57;124,62;212,87;158,21;148,98;129,45;113,65;122,68;156,24;112,76;201,90;117,77;107,56;157,32;106,27;150,39
MATERIAL;7189;TELHA DE FIBROCIMENTO ONDULADA E = 8 MM, DE 2,44 X 1,10 M (SEM AMIANTO);UN;205,23;193,89;267,46;92,95;141,31;193,78;113,82;130,02;142,02;227,88;119,53;136,64;144,82;247,38;183,85;173,13;150,44;132,07;142,57;181,57;131,05;234,63;136,86;125,00;182,83;123,50;174,78
MATERIAL;34402;TELHA DE FIBROCIMENTO ONDULADA E = 8 MM, DE 3,66 X 1,10 M (SEM AMIANTO);UN;289,74;273,74;377,60;131,23;199,50;273,58;160,70;183,56;200,50;321,72;168,75;192,90;204,46;349,26;259,57;244,43;212,39;186,46;201,28;256,35;185,01;331,25;193,22;176,48;258,12;174,35;246,75
MATERIAL;7245;TELHA DE VIDRO TIPO FRANCESA, *39 X 23* CM;UN;44,78;47,53;46,12;;54,58;;;48,08;;;32,58;;52,94;65,94;;;;29,12;36,96;;52,84;;32,79;33,79;;35,88;
MATERIAL;34425;TELHA ESTRUTURAL DE FIBROCIMENTO 1 ABA, DE 0,52 X 2,00 M (SEM AMIANTO);UN;186,13;175,85;242,57;84,30;128,16;175,74;103,23;117,92;128,80;206,67;108,40;123,92;131,34;224,36;166,74;157,02;136,43;119,78;129,30;164,67;118,85;212,79;124,12;113,37;165,81;112,00;158,51
MATERIAL;7223;TELHA ESTRUTURAL DE FIBROCIMENTO 1 ABA, DE 0,52 X 2,50 M (SEM AMIANTO);UN;207,42;195,96;270,31;93,94;142,82;195,85;115,04;131,41;143,53;230,31;120,80;138,09;146,37;250,03;185,82;174,98;152,04;133,48;144,09;183,51;132,45;237,14;138,32;126,34;184,78;124,81;176,64
MATERIAL;7234;TELHA ESTRUTURAL DE FIBROCIMENTO 1 ABA, DE 0,52 X 3,60 M (SEM AMIANTO);UN;313,00;295,71;407,90;141,76;215,52;295,53;173,59;198,29;216,59;347,54;182,29;208,38;220,87;377,29;280,40;264,05;229,43;201,43;217,43;276,92;199,86;357,84;208,73;190,64;278,83;188,35;266,55
MATERIAL;7224;TELHA ESTRUTURAL DE FIBROCIMENTO 1 ABA, DE 0,52 X 4,00 M (SEM AMIANTO);UN;381,31;360,25;496,93;172,70;262,55;360,03;211,48;241,57;263,87;423,40;222,08;253,87;269,08;459,63;341,60;321,68;279,51;245,39;264,89;337,36;243,48;435,94;254,29;232,25;339,69;229,45;324,73
MATERIAL;7225;TELHA ESTRUTURAL DE FIBROCIMENTO 1 ABA, DE 0,52 X 5,00 M (SEM AMIANTO);UN;408,87;386,28;532,84;185,18;281,53;386,05;226,77;259,03;282,94;453,99;238,13;272,21;288,53;492,85;366,28;344,92;299,71;263,12;284,03;361,74;261,08;467,44;272,67;249,03;364,24;246,04;348,20
MATERIAL;7226;TELHA ESTRUTURAL DE FIBROCIMENTO 1 ABA, DE 0,52 X 5,50 M (SEM AMIANTO);UN;436,32;412,21;568,61;197,62;300,43;411,97;241,99;276,42;301,93;484,47;254,12;290,49;307,90;525,94;390,87;368,08;319,83;280,79;303,10;386,02;278,61;498,83;290,97;265,75;388,69;262,55;371,57
MATERIAL;7227;TELHA ESTRUTURAL DE FIBROCIMENTO 1 ABA, DE 0,52 X 6,50 M (SEM AMIANTO);UN;496,64;469,21;647,23;224,94;341,97;468,93;275,45;314,64;343,68;551,46;289,25;330,65;350,47;598,66;444,92;418,98;364,05;319,61;345,01;439,40;317,13;567,80;331,20;302,50;442,44;298,86;422,95
MATERIAL;7212;TELHA ESTRUTURAL DE FIBROCIMENTO 1 ABA, DE 0,52 X 7,20 M (SEM AMIANTO);UN;545,69;515,54;711,15;247,16;375,74;515,24;302,65;345,72;377,62;605,92;317,82;363,31;385,08;657,77;488,86;460,35;400,00;351,17;379,07;482,79;348,45;623,87;363,91;332,37;486,13;328,37;464,72
MATERIAL;7229;TELHA ESTRUTURAL DE FIBROCIMENTO 2 ABAS, DE 1,00 X 3,00 M (SEM AMIANTO);UN;345,89;326,79;450,77;156,66;238,17;326,59;191,84;219,14;239,36;384,07;201,45;230,29;244,09;416,94;309,87;291,80;253,55;222,60;240,28;306,02;220,87;395,45;230,67;210,68;308,14;208,14;294,57
MATERIAL;7230;TELHA ESTRUTURAL DE FIBROCIMENTO 2 ABAS, DE 1,00 X 4,60 M (SEM AMIANTO);UN;575,84;544,03;750,45;260,81;396,50;543,71;319,38;364,82;398,49;639,40;335,38;383,38;406,36;694,12;515,87;485,79;422,10;370,58;400,02;509,47;367,70;658,35;384,02;350,74;512,99;346,52;490,40
MATERIAL;7231;TELHA ESTRUTURAL DE FIBROCIMENTO 2 ABAS, DE 1,00 X 6,00 M (SEM AMIANTO);UN;816,88;771,76;1.064,58;369,99;562,47;771,31;453,07;517,53;565,29;907,04;475,76;543,86;576,46;984,68;731,81;689,13;598,79;525,70;567,47;722,73;521,62;933,92;544,77;497,56;727,72;491,56;695,67
MATERIAL;7220;TELHA ESTRUTURAL DE FIBROCIMENTO 2 ABAS, DE 1,00 X 7,40 M (SEM AMIANTO);UN;1.008,36;952,66;1.314,11;456,71;694,32;952,10;559,26;638,84;697,79;1.119,65;587,28;671,34;711,58;1.215,48;903,34;850,66;739,15;648,92;700,48;892,13;643,88;1.152,83;672,46;614,18;898,30;606,78;858,73
MATERIAL;34447;TELHA ESTRUTURAL DE FIBROCIMENTO 2 ABAS, DE 1,00 X 8,20 M (SEM AMIANTO);UN;1.127,49;1.065,21;1.469,36;510,67;776,35;1.064,58;625,34;714,31;780,23;1.251,93;656,67;750,66;795,65;1.359,08;1.010,07;951,17;826,47;725,59;783,24;997,53;719,95;1.289,03;751,91;686,74;1.004,43;678,47;960,19
MATERIAL;7233;TELHA ESTRUTURAL DE FIBROCIMENTO 2 ABAS, DE 1,00 X 9,20 M (SEM AMIANTO);UN;1.293,41;1.221,96;1.685,59;585,82;890,59;1.221,24;717,36;819,43;895,05;1.436,17;753,30;861,12;912,73;1.559,08;1.158,71;1.091,14;948,10;832,37;898,50;1.144,33;825,90;1.478,72;862,56;787,81;1.152,24;778,32;1.101,49
MATERIAL;40740;TELHA GALVALUME COM ISOLAMENTO TERMOACUSTICO EM ESPUMA RIGIDA DE POLIURETANO (PU) INJETADO, ESPESSURA DE 30 MM, DENSIDADE DE 35 KG/M3, REVESTIMENTO EM TELHA TRAPEZOIDAL NAS DUAS FACES COM ESPESSURA DE 0,50 MM CADA, ACABAMENTO NATURAL (NAO INCLUI ACESSORIOS DE FIXACAO);M2;146,78;;;138,70;144,68;;;;;;139,93;;147,47;167,74;;;156,11;;172,74;;154,39;;147,40;;;166,70;
MATERIAL;25007;TELHA ONDULADA EM ACO ZINCADO, ALTURA DE 17 MM, ESPESSURA DE 0,50 MM, LARGURA UTIL DE APROXIMADAMENTE 985 MM, SEM PINTURA;M2;42,00;;;39,69;41,40;;;;;;40,04;;42,20;48,00;;;44,67;;49,43;;44,18;;42,18;;;47,70;
MATERIAL;43071;TELHA TERMOISOLANTE REVESTIDA EM ACO GALVALUME, FACE SUPERIOR TRAPEZOIDAL E FACE INFERIOR PLANA (NAO INCLUI ACESSORIOS DE FIXACAO), REVEST COM ESPESSURA DE 0,50 MM, COM PRE-PINTURA DE COR BRANCA NAS DUAS FACES, NUCLEO EM POLIISOCIANURATO (PIR) COM ESPESSURA DE 50 MM;M2;165,27;;;156,18;162,91;;;;;;157,56;;166,06;188,88;;;175,78;;194,51;;173,85;;165,98;;;187,70;
MATERIAL;39520;TELHA TERMOISOLANTE REVESTIDA EM ACO GALVANIZADO, FACE SUPERIOR EM TELHA TRAPEZOIDAL E FACE INFERIOR EM CHAPA PLANA (SEM ACESSORIOS DE FIXACAO), REVESTIMENTO COM ESPESSURA DE 0,50 MM COM PRE-PINTURA NAS DUAS FACES, NUCLEO EM POLIESTIRENO (EPS) DE 30 MM;M2;134,83;;;127,42;132,91;;;;;;128,54;;135,48;154,10;;;143,41;;158,69;;141,83;;135,41;;;153,13;
MATERIAL;39521;TELHA TERMOISOLANTE REVESTIDA EM ACO GALVANIZADO, FACE SUPERIOR EM TELHA TRAPEZOIDAL E FACE INFERIOR EM CHAPA PLANA (SEM ACESSORIOS DE FIXACAO), REVESTIMENTO COM ESPESSURA DE 0,50 MM COM PRE-PINTURA NAS DUAS FACES, NUCLEO EM POLIESTIRENO (EPS) DE 50 MM;M2;139,24;;;131,58;137,25;;;;;;132,74;;139,90;159,13;;;148,09;;163,87;;146,47;;139,83;;;158,14;
MATERIAL;39522;TELHA TERMOISOLANTE REVESTIDA EM ACO GALVANIZADO, FACES SUPERIOR E INFERIOR EM TELHA TRAPEZOIDAL (SEM ACESSORIOS DE FIXACAO), REVESTIMENTO COM ESPESSURA DE 0,50 MM COM PRE-PINTURA NAS DUAS FACES, NUCLEO EM POLIESTIRENO (EPS) DE 50 MM;M2;143,78;;;135,87;141,72;;;;;;137,07;;144,46;164,32;;;152,92;;169,21;;151,24;;144,39;;;163,29;
MATERIAL;7243;TELHA TRAPEZOIDAL EM ACO ZINCADO, SEM PINTURA, ALTURA DE APROXIMADAMENTE 40 MM, ESPESSURA DE 0,50 MM E LARGURA UTIL DE 980 MM;M2;43,89;;;41,47;43,26;;;;;;41,84;;44,10;50,16;;;46,68;;51,65;;46,17;;44,07;;;49,84;
MATERIAL;11067;TELHA TRAPEZOIDAL EM ALUMINIO, ALTURA DE *38* MM E ESPESSURA DE 0,5 MM (LARGURA TOTAL DE 1056 MM E COMPRIMENTO DE 5000 MM);UN;;497,85;;;530,67;;;785,28;;;604,06;;;;;532,48;;;450,83;;;;;414,28;;438,65;
MATERIAL;11068;TELHA TRAPEZOIDAL EM ALUMINIO, ALTURA DE *38* MM E ESPESSURA DE 0,7 MM (LARGURA TOTAL DE 1056 MM E COMPRIMENTO DE 5000 MM);UN;;628,95;;;670,42;;;992,08;;;763,14;;;;;672,71;;;569,55;;;;;523,38;;554,16;
MATERIAL;7246;TELHA VIDRO TIPO CANAL OU COLONIAL, C = 46 A 50 CM;UN;49,46;52,49;50,93;;60,28;;;53,10;;;35,98;;58,46;72,82;;;;32,16;40,82;;58,36;;36,21;37,32;;39,62;
MAO DE OBRA;12869;TELHADOR / TELHADISTA (HORISTA);H;23,26;18,56;19,77;20,95;23,75;20,21;21,55;23,64;22,21;19,78;23,82;18,90;19,52;20,20;19,03;22,17;20,07;26,74;28,71;18,52;21,85;23,78;21,28;30,24;18,78;24,62;19,99
MAO DE OBRA;41097;TELHADOR / TELHADISTA (MENSALISTA);MES;4.067,72;3.243,26;3.471,72;3.640,73;4.155,51;3.556,22;3.843,96;4.150,67;3.914,77;3.485,08;4.208,21;3.303,06;3.444,46;3.502,30;3.330,43;3.882,82;3.545,04;4.691,10;5.050,64;3.238,80;3.794,43;4.145,34;3.742,48;5.303,22;3.322,46;4.313,54;3.510,68
MATERIAL;1574;TERMINAL A COMPRESSAO EM COBRE ESTANHADO PARA CABO 10 MM2, 1 FURO E 1 COMPRESSAO, PARA PARAFUSO DE FIXACAO M6;UN;1,77;1,91;1,47;2,04;1,65;;1,85;1,92;1,87;1,75;2,33;2,02;1,99;1,45;1,49;1,91;2,14;1,87;1,79;1,84;1,79;0,89;2,04;1,53;1,56;1,74;2,09
MATERIAL;1581;TERMINAL A COMPRESSAO EM COBRE ESTANHADO PARA CABO 120 MM2, 1 FURO E 1 COMPRESSAO, PARA PARAFUSO DE FIXACAO M12;UN;12,30;13,22;10,21;14,16;11,47;;12,83;13,31;13,01;12,16;16,18;13,99;13,81;10,05;10,36;13,28;14,87;13,01;12,39;12,75;12,39;6,19;14,16;10,62;10,82;12,07;14,53
MATERIAL;1575;TERMINAL A COMPRESSAO EM COBRE ESTANHADO PARA CABO 16 MM2, 1 FURO E 1 COMPRESSAO, PARA PARAFUSO DE FIXACAO M6;UN;2,10;2,26;1,75;2,42;1,96;;2,19;2,28;2,23;2,08;2,77;2,39;2,36;1,72;1,77;2,27;2,54;2,23;2,12;2,18;2,12;1,06;2,42;1,82;1,85;2,06;2,49
MATERIAL;1570;TERMINAL A COMPRESSAO EM COBRE ESTANHADO PARA CABO 2,5 MM2, 1 FURO E 1 COMPRESSAO, PARA PARAFUSO DE FIXACAO M5;UN;1,06;1,14;0,88;1,22;0,98;;1,10;1,14;1,12;1,04;1,39;1,20;1,19;0,86;0,89;1,14;1,28;1,12;1,06;1,09;1,06;0,53;1,22;0,91;0,93;1,04;1,25
MATERIAL;1576;TERMINAL A COMPRESSAO EM COBRE ESTANHADO PARA CABO 25 MM2, 1 FURO E 1 COMPRESSAO, PARA PARAFUSO DE FIXACAO M8;UN;2,91;3,13;2,42;3,35;2,72;;3,04;3,15;3,08;2,88;3,83;3,31;3,27;2,38;2,45;3,14;3,52;3,08;2,93;3,02;2,93;1,46;3,35;2,51;2,56;2,86;3,44
MATERIAL;1577;TERMINAL A COMPRESSAO EM COBRE ESTANHADO PARA CABO 35 MM2, 1 FURO E 1 COMPRESSAO, PARA PARAFUSO DE FIXACAO M8;UN;3,28;3,53;2,73;3,78;3,06;;3,43;3,55;3,47;3,25;4,32;3,73;3,69;2,68;2,76;3,54;3,97;3,47;3,31;3,40;3,31;1,65;3,78;2,83;2,89;3,22;3,88
MATERIAL;1571;TERMINAL A COMPRESSAO EM COBRE ESTANHADO PARA CABO 4 MM2, 1 FURO E 1 COMPRESSAO, PARA PARAFUSO DE FIXACAO M5;UN;1,37;1,48;1,14;1,58;1,28;;1,43;1,49;1,45;1,36;1,81;1,56;1,54;1,12;1,16;1,48;1,66;1,45;1,38;1,42;1,38;0,69;1,58;1,19;1,21;1,35;1,62
MATERIAL;1578;TERMINAL A COMPRESSAO EM COBRE ESTANHADO PARA CABO 50 MM2, 1 FURO E 1 COMPRESSAO, PARA PARAFUSO DE FIXACAO M8;UN;5,70;6,12;4,73;6,56;5,31;;5,94;6,17;6,03;5,63;7,50;6,48;6,40;4,66;4,80;6,15;6,89;6,03;5,74;5,90;5,74;2,87;6,56;4,92;5,01;5,59;6,73
MATERIAL;1573;TERMINAL A COMPRESSAO EM COBRE ESTANHADO PARA CABO 6 MM2, 1 FURO E 1 COMPRESSAO, PARA PARAFUSO DE FIXACAO M6;UN;1,64;1,76;1,36;1,89;1,53;;1,71;1,77;1,73;1,62;2,16;1,86;1,84;1,34;1,38;1,77;1,98;1,73;1,65;1,70;1,65;0,82;1,89;1,41;1,44;1,61;1,94
MATERIAL;1579;TERMINAL A COMPRESSAO EM COBRE ESTANHADO PARA CABO 70 MM2, 1 FURO E 1 COMPRESSAO, PARA PARAFUSO DE FIXACAO M10;UN;7,10;7,64;5,90;8,18;6,62;;7,41;7,69;7,51;7,02;9,34;8,08;7,97;5,81;5,98;7,67;8,59;7,51;7,16;7,36;7,16;3,58;8,18;6,13;6,24;6,97;8,39
MATERIAL;1580;TERMINAL A COMPRESSAO EM COBRE ESTANHADO PARA CABO 95 MM2, 1 FURO E 1 COMPRESSAO, PARA PARAFUSO DE FIXACAO M12;UN;8,75;9,40;7,26;10,07;8,16;;9,13;9,47;9,25;8,65;11,51;9,95;9,82;7,15;7,36;9,44;10,58;9,25;8,81;9,06;8,81;4,40;10,07;7,55;7,69;8,59;10,34
MATERIAL;39321;TERMINAL DE VENTILACAO, 100 MM, SERIE NORMAL, ESGOTO PREDIAL;UN;24,50;21,98;19,38;15,92;17,17;22,06;21,84;28,69;23,31;19,73;21,10;22,92;22,69;25,50;20,60;19,67;18,52;21,14;23,94;20,60;24,51;20,11;22,94;20,72;19,13;23,66;21,97
MATERIAL;39319;TERMINAL DE VENTILACAO, 50 MM, SERIE NORMAL, ESGOTO PREDIAL;UN;10,19;9,15;8,06;6,62;7,14;9,18;9,09;11,94;9,70;8,21;8,78;9,54;9,44;10,61;8,57;8,19;7,71;8,80;9,96;8,57;10,20;8,37;9,55;8,62;7,96;9,85;9,14
MATERIAL;39320;TERMINAL DE VENTILACAO, 75 MM, SERIE NORMAL, ESGOTO PREDIAL;UN;19,60;17,59;15,50;12,74;13,74;17,65;17,47;22,96;18,65;15,79;16,88;18,34;18,15;20,40;16,48;15,74;14,82;16,92;19,15;16,48;19,61;16,09;18,35;16,57;15,30;18,93;17,58
MATERIAL;1542;TERMINAL METALICO A PRESSAO 1 CABO, PARA CABOS DE 4 A 10 MM2, COM 2 FUROS PARA FIXACAO;UN;24,24;26,05;20,12;27,90;22,60;;25,29;26,23;25,64;23,96;31,88;27,55;27,21;19,81;20,40;26,16;29,30;25,64;24,41;25,11;24,41;12,20;27,90;20,93;21,31;23,79;28,64
MATERIAL;1591;TERMINAL METALICO A PRESSAO PARA 1 CABO DE 120 MM2, COM 1 FURO DE FIXACAO;UN;27,13;29,16;22,52;31,23;25,30;;28,30;29,36;28,69;26,82;35,68;30,84;30,45;22,17;22,84;29,28;32,79;28,69;27,33;28,11;27,33;13,66;31,23;23,42;23,85;26,62;32,05
MATERIAL;1547;TERMINAL METALICO A PRESSAO PARA 1 CABO DE 150 A 185 MM2, COM 2 FUROS PARA FIXACAO;UN;142,18;152,82;118,04;163,66;132,56;;148,32;153,84;150,36;140,54;186,98;161,61;159,57;116,20;119,67;153,43;171,84;150,36;143,20;147,29;143,20;71,60;163,66;122,74;124,99;139,52;167,96
MATERIAL;38196;TERMINAL METALICO A PRESSAO PARA 1 CABO DE 150 MM2, COM 1 FURO DE FIXACAO;UN;27,69;29,76;22,99;31,87;25,82;;28,88;29,96;29,28;27,37;36,42;31,47;31,08;22,63;23,31;29,88;33,47;29,28;27,89;28,69;27,89;13,94;31,87;23,90;24,34;27,17;32,71
MATERIAL;1543;TERMINAL METALICO A PRESSAO PARA 1 CABO DE 16 A 25 MM2, COM 2 FUROS PARA FIXACAO;UN;29,43;31,63;24,43;33,87;27,44;;30,70;31,84;31,12;29,09;38,70;33,45;33,03;24,05;24,77;31,76;35,57;31,12;29,64;30,49;29,64;14,82;33,87;25,40;25,87;28,88;34,76
MATERIAL;1585;TERMINAL METALICO A PRESSAO PARA 1 CABO DE 16 MM2, COM 1 FURO DE FIXACAO;UN;5,70;6,12;4,73;6,56;5,31;;5,94;6,17;6,03;5,63;7,50;6,48;6,40;4,66;4,80;6,15;6,89;6,03;5,74;5,90;5,74;2,87;6,56;4,92;5,01;5,59;6,73
MATERIAL;1593;TERMINAL METALICO A PRESSAO PARA 1 CABO DE 185 MM2, COM 1 FURO DE FIXACAO;UN;30,26;32,53;25,12;34,83;28,22;;31,57;32,74;32,00;29,91;39,80;34,40;33,96;24,73;25,47;32,66;36,58;32,00;30,48;31,35;30,48;15,24;34,83;26,12;26,60;29,70;35,75
MATERIAL;11838;TERMINAL METALICO A PRESSAO PARA 1 CABO DE 240 MM2, COM 1 FURO DE FIXACAO;UN;39,93;42,92;33,15;45,96;37,23;;41,65;43,21;42,23;39,47;52,52;45,39;44,82;32,63;33,61;43,09;48,26;42,23;40,22;41,37;40,22;20,11;45,96;34,47;35,10;39,18;47,17
MATERIAL;1594;TERMINAL METALICO A PRESSAO PARA 1 CABO DE 25 A 35 MM2, COM 2 FUROS PARA FIXACAO;UN;40,37;43,39;33,51;46,47;37,64;;42,11;43,68;42,69;39,90;53,09;45,89;45,31;32,99;33,98;43,56;48,79;42,69;40,66;41,82;40,66;20,33;46,47;34,85;35,49;39,61;47,69
MATERIAL;1586;TERMINAL METALICO A PRESSAO PARA 1 CABO DE 25 MM2, COM 1 FURO DE FIXACAO;UN;7,21;7,75;5,99;8,30;6,72;;7,52;7,80;7,63;7,13;9,48;8,20;8,09;5,89;6,07;7,78;8,72;7,63;7,26;7,47;7,26;3,63;8,30;6,22;6,34;7,08;8,52
MATERIAL;11839;TERMINAL METALICO A PRESSAO PARA 1 CABO DE 300 MM2, COM 1 FURO DE FIXACAO;UN;58,10;62,45;48,24;66,88;54,17;;60,61;62,87;61,45;57,43;76,41;66,04;65,21;47,48;48,91;62,70;70,22;61,45;58,52;60,19;58,52;29,26;66,88;50,16;51,08;57,01;68,64
MATERIAL;1587;TERMINAL METALICO A PRESSAO PARA 1 CABO DE 35 MM2, COM 1 FURO DE FIXACAO;UN;7,34;7,89;6,10;8,45;6,85;;7,66;7,95;7,77;7,26;9,66;8,35;8,24;6,00;6,18;7,92;8,88;7,77;7,40;7,61;7,40;3,70;8,45;6,34;6,45;7,21;8,68
MATERIAL;1545;TERMINAL METALICO A PRESSAO PARA 1 CABO DE 50 A 70 MM2, COM 2 FUROS PARA FIXACAO;UN;69,72;74,94;57,88;80,25;65,01;;72,73;75,44;73,73;68,92;91,69;79,25;78,25;56,98;58,68;75,24;84,27;73,73;70,22;72,23;70,22;35,11;80,25;60,19;61,29;68,42;82,36
MATERIAL;1588;TERMINAL METALICO A PRESSAO PARA 1 CABO DE 50 MM2, COM 1 FURO DE FIXACAO;UN;10,08;10,83;8,36;11,60;9,39;;10,51;10,90;10,66;9,96;13,25;11,45;11,31;8,23;8,48;10,87;12,18;10,66;10,15;10,44;10,15;5,07;11,60;8,70;8,86;9,89;11,90
MATERIAL;1535;TERMINAL METALICO A PRESSAO PARA 1 CABO DE 6 A 10 MM2, COM 1 FURO DE FIXACAO;UN;5,80;6,24;4,82;6,68;5,41;;6,06;6,28;6,14;5,74;7,63;6,60;6,51;4,74;4,88;6,26;7,02;6,14;5,85;6,01;5,85;2,92;6,68;5,01;5,10;5,70;6,86
MATERIAL;1589;TERMINAL METALICO A PRESSAO PARA 1 CABO DE 70 MM2, COM 1 FURO DE FIXACAO;UN;10,39;11,17;8,63;11,96;9,69;;10,84;11,25;10,99;10,27;13,67;11,81;11,67;8,49;8,75;11,22;12,56;10,99;10,47;10,77;10,47;5,23;11,96;8,97;9,14;10,20;12,28
MATERIAL;1546;TERMINAL METALICO A PRESSAO PARA 1 CABO DE 95 A 120 MM2, COM 2 FUROS PARA FIXACAO;UN;117,65;126,46;97,68;135,43;109,70;;122,73;127,30;124,43;116,30;154,73;133,74;132,04;96,15;99,03;126,97;142,20;124,43;118,50;121,89;118,50;59,25;135,43;101,57;103,43;115,45;138,99
MATERIAL;1590;TERMINAL METALICO A PRESSAO PARA 1 CABO DE 95 MM2, COM 1 FURO DE FIXACAO;UN;18,30;19,67;15,19;21,06;17,06;;19,09;19,80;19,35;18,09;24,07;20,80;20,54;14,95;15,40;19,75;22,12;19,35;18,43;18,96;18,43;9,21;21,06;15,80;16,09;17,96;21,62
EQUIPAMENTO (AQUISIÇÃO);38415;TERMOFUSORA PARA TUBOS E CONEXOES EM PPR COM DIAMETROS DE 20 A 63 MM, POTENCIA DE 800 W, TENSAO 220 V;UN;1.104,55;1.156,33;;1.065,68;1.057,80;1.338,87;1.170,65;;;;1.053,33;1.159,34;1.255,63;1.115,71;884,49;1.111,36;1.332,85;1.228,73;1.006,77;1.227,40;1.138,39;912,26;1.137,02;;1.138,14;1.043,29;994,65
EQUIPAMENTO (AQUISIÇÃO);38414;TERMOFUSORA PARA TUBOS E CONEXOES EM PPR COM DIAMETROS DE 75 A 110 MM, POTENCIA DE *1100* W, TENSAO 220 V;UN;1.550,25;1.622,93;;1.495,70;1.484,63;1.879,12;1.643,02;;;;1.478,36;1.627,14;1.762,29;1.565,91;1.241,39;1.559,80;1.870,66;1.724,53;1.413,01;1.722,67;1.597,75;1.280,37;1.595,82;;1.597,38;1.464,27;1.396,00
MATERIAL;38128;TERRA VEGETAL (ENSACADA);KG;1,20;0,53;;;0,76;1,45;0,75;0,88;1,23;1,30;0,80;1,31;0,67;1,08;0,67;0,64;;0,80;0,80;1,00;1,25;0,72;0,82;0,72;;1,00;1,10
MATERIAL;7253;TERRA VEGETAL (GRANEL);M3;257,14;113,57;;;162,85;310,71;160,71;188,57;263,57;278,57;171,42;280,71;143,57;231,42;143,57;137,14;;171,42;171,42;214,28;267,85;154,28;175,71;154,28;;214,28;235,71
MATERIAL;4806;TESTEIRA ANTIDERRAPANTE PARA PISO VINILICO *5 X 2,5* CM, E = 2 MM;M;20,36;28,25;20,36;18,58;22,50;18,57;18,36;16,58;16,69;17,52;18,80;18,21;17,72;19,19;20,18;25,71;23,80;18,00;22,57;20,36;20,36;20,36;16,51;16,25;20,36;18,40;20,36
MATERIAL;34401;TIJOLO CERAMICO LAMINADO DE *5,5 X 11 X 23* CM (L X A X C), COM 21 FUROS;UN;1,66;1,86;1,76;1,92;1,70;1,66;1,92;1,23;2,13;1,66;1,54;1,94;2,05;1,72;1,64;1,27;1,76;1,56;1,60;1,62;1,92;1,74;1,58;2,09;1,23;1,56;2,09
MATERIAL;7256;TIJOLO CERAMICO MACICO APARENTE 2 FUROS DE *6,5 X 10 X 20* CM (L X A X C);UN;1,18;1,32;1,25;1,37;1,21;1,18;1,37;0,88;1,52;1,18;1,10;1,38;1,46;1,23;1,17;0,90;1,25;1,11;1,14;1,16;1,37;1,24;1,13;1,49;0,88;1,11;1,49
MATERIAL;7260;TIJOLO CERAMICO MACICO APARENTE DE *6 X 12 X 24* CM (L X A X C);UN;2,24;2,50;2,37;2,58;2,29;2,24;2,58;1,66;2,87;2,24;2,08;2,61;2,77;2,32;2,21;1,71;2,37;2,11;2,16;2,19;2,58;2,34;2,13;2,82;1,66;2,11;2,82
MATERIAL;7258;TIJOLO CERAMICO MACICO COMUM DE *5 X 10 X 20* CM (L X A X C);UN;0,58;0,65;0,61;0,67;0,59;0,58;0,67;0,43;0,74;0,58;0,54;0,67;0,71;0,60;0,57;0,44;0,61;0,54;0,56;0,56;0,67;0,61;0,55;0,73;0,43;0,54;0,73
